CHAMP;CODE;DESIGNATION;IDINTERNECLT;LIBELLE;TYPE;VALEURACTUEL
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002476;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002476;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002467;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002460;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002460;Format incorrect;Erreur;ND
mobile;OBL002;;10200002460;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002532;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200002460;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002460;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002467;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002532;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002453;Date invalide;Erreur;ND
secActEcon;OBL002;;10200002476;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200002453;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002467;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002453;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002467;Format incorrect;Erreur;ND
mobile;OBL002;;10200002451;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002451;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002437;Date invalide;Erreur;ND
mobile;OBL002;;10200002437;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002437;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200002437;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002451;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002453;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002434;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002437;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002434;Format incorrect;Erreur;ND
mobile;OBL002;;10200002434;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002434;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002451;Date invalide;Erreur;ND
secActEcon;OBL002;;10200002394;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002391;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002394;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002391;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002394;Date invalide;Erreur;ND
mobile;OBL002;;10200002391;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200002467;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002451;Format incorrect;Erreur;ND
mobile;OBL002;;10200002394;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002391;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002453;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002389;Date invalide;Erreur;ND
mobile;OBL002;;10200002389;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002389;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002391;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002387;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002387;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002387;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002389;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002358;Date invalide;Erreur;ND
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200002358;Syntaxe spécifique non respectée;Erreur;1
secActEcon;OBL002;;10200002434;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002358;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200002387;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002394;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002355;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002358;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200002355;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200002355;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002355;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200002387;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002355;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002354;Format incorrect;Erreur;ND
mobile;OBL002;;10200002354;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002354;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002354;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002354;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002341;Date invalide;Erreur;ND
secActEcon;OBL002;;10200002341;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002332;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002332;Format incorrect;Erreur;ND
sigle;SYN001;La longueur ne doit pas depasser 50 caracteres;10200002354;Format incorrect;Erreur;ASSOCIATION DE CAUTION MUTUELLE MOUNAFANYI DE COYAH
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200002332;Syntaxe spécifique non respectée;Erreur;1
secActEcon;OBL002;;10200002332;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002332;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002323;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002389;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200002323;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002323;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002307;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002307;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002341;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200002307;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002323;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002307;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200002341;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200002295;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200002295;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200002295;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002323;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200001617;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001617;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200002295;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002341;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001617;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001604;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001617;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001604;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001603;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002358;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001603;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001603;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001617;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200002295;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001604;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200001603;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001582;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001604;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001582;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001582;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001582;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001570;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001570;Format incorrect;Erreur;ND
mobile;OBL002;;10200001570;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001570;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001553;Date invalide;Erreur;ND
secActEcon;OBL002;;10200001553;Champ obligatoire manquant;Erreur;
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200001553;Syntaxe spécifique non respectée;Erreur;1
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001553;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001604;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001603;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001541;Date invalide;Erreur;ND
mobile;OBL002;;10200001541;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001541;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001541;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001541;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001492;Date invalide;Erreur;ND
mobile;OBL002;;10200001492;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001570;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001492;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001492;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001553;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001481;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001481;Format incorrect;Erreur;ND
mobile;OBL002;;10200001481;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001481;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001492;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001448;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001448;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001481;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001448;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001448;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001438;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001438;Format incorrect;Erreur;ND
mobile;OBL002;;10200001438;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001438;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001438;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200001435;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001435;Date invalide;Erreur;ND
secActEcon;OBL002;;10200001435;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001435;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001424;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001424;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001419;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001419;Format incorrect;Erreur;ND
mobile;OBL002;;10200001448;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001424;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001419;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001411;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001411;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001435;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001582;Date invalide;Erreur;ND
mobile;OBL002;;10200001411;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001411;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001411;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001397;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001397;Format incorrect;Erreur;ND
mobile;OBL002;;10200001419;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001397;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001376;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001397;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001376;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001376;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001375;Date invalide;Erreur;ND
mobile;OBL002;;10200001397;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001375;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001376;Date invalide;Erreur;ND
mobile;OBL002;;10200001376;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001375;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001362;Date invalide;Erreur;ND
mobile;OBL002;;10200001362;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001424;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001375;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001361;Date invalide;Erreur;ND
mobile;OBL002;;10200001361;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001361;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001361;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001424;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001344;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001344;Format incorrect;Erreur;ND
mobile;OBL002;;10200001344;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001344;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001344;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001328;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001375;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001362;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001328;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001362;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001328;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001419;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001328;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001264;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001264;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001259;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001264;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001361;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001259;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001259;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001264;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001328;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200001264;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001218;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001218;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001218;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001218;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001217;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001217;Format incorrect;Erreur;ND
mobile;OBL002;;10200001217;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001217;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001259;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001259;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001212;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001212;Format incorrect;Erreur;ND
mobile;OBL002;;10200001212;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001212;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001362;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001192;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001192;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200001192;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001217;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001212;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001151;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001192;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001151;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001149;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001149;Date invalide;Erreur;ND
secActEcon;OBL002;;10200001149;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001192;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001148;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001151;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001148;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001148;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001149;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200001149;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001148;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001147;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200001147;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001218;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001147;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001147;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001146;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001134;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001151;Date invalide;Erreur;ND
mobile;OBL002;;10200001134;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001134;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001134;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001146;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001134;Format incorrect;Erreur;ND
mobile;OBL002;;10200001112;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001112;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001146;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001112;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001076;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001076;Format incorrect;Erreur;ND
mobile;OBL002;;10200001146;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001076;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001147;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001112;Date invalide;Erreur;ND
secActEcon;OBL002;;10200001076;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200001069;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001069;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200001146;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001069;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000980;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000980;Format incorrect;Erreur;ND
mobile;OBL002;;10200001148;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200001069;Champ obligatoire manquant;Erreur;
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200000980;Syntaxe spécifique non respectée;Erreur;1
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200001069;Date invalide;Erreur;ND
mobile;OBL002;;10200000950;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000950;Format incorrect;Erreur;ND
